id,occurrence_date,occurrence_year,occurrence_month,occurrence_day_of_week,occurrence_hour,neighbourhood_name,premises_type
3491,2015-04-04T00:00:00Z,2015,April,Saturday,19,Leaside-Bennington (56),House
3492,2015-06-03T00:00:00Z,2015,June,Wednesday,18,Leaside-Bennington (56),Outside
3493,2015-07-23T00:00:00Z,2015,July,Thursday,21,Leaside-Bennington (56),House
3494,2015-08-28T00:00:00Z,2015,August,Friday,18,Leaside-Bennington (56),Other
3495,2015-08-28T00:00:00Z,2015,August,Friday,18,Leaside-Bennington (56),Other
3496,2016-06-26T00:00:00Z,2016,June,Sunday,12,Leaside-Bennington (56),House
3497,2016-07-30T00:00:00Z,2016,July,Saturday,3,Leaside-Bennington (56),House
3498,2016-07-30T00:00:00Z,2016,July,Saturday,3,Leaside-Bennington (56),House
3499,2016-09-02T00:00:00Z,2016,September,Friday,10,Leaside-Bennington (56),Other
3500,2016-09-02T00:00:00Z,2016,September,Friday,10,Leaside-Bennington (56),Other
3501,2016-09-02T00:00:00Z,2016,September,Friday,10,Leaside-Bennington (56),Other
3502,2016-09-02T00:00:00Z,2016,September,Friday,10,Leaside-Bennington (56),Other
3503,2017-06-10T00:00:00Z,2017,June,Saturday,0,Leaside-Bennington (56),House
3504,2017-06-10T00:00:00Z,2017,June,Saturday,0,Leaside-Bennington (56),House
3505,2017-08-14T00:00:00Z,2017,August,Monday,20,Leaside-Bennington (56),Apartment
3506,2018-04-19T00:00:00Z,2018,April,Thursday,11,Leaside-Bennington (56),House
3507,2018-06-11T00:00:00Z,2018,June,Monday,2,Leaside-Bennington (56),House
3508,2018-07-22T00:00:00Z,2018,July,Sunday,18,Leaside-Bennington (56),House
3509,2018-09-27T00:00:00Z,2018,September,Thursday,7,Leaside-Bennington (56),Educational
3510,2018-10-11T00:00:00Z,2018,October,Thursday,8,Henry Farm (53),Outside
3511,2018-05-19T00:00:00Z,2018,May,Saturday,18,Hillcrest Village (48),Other
3512,2014-04-19T00:00:00Z,2014,April,Saturday,19,Bayview Village (52),Outside
3513,2020-07-16T00:00:00Z,2020,July,Thursday,20,Henry Farm (53),Outside
3514,2014-07-11T00:00:00Z,2014,July,Friday,5,Bayview Village (52),Transit
3515,2014-08-10T00:00:00Z,2014,August,Sunday,11,Bayview Village (52),Other
3516,2017-07-13T00:00:00Z,2017,July,Thursday,21,Henry Farm (53),Other
3517,2018-06-10T00:00:00Z,2018,June,Sunday,0,Hillcrest Village (48),House
3518,2014-09-25T00:00:00Z,2014,September,Thursday,12,Bayview Village (52),Other
3519,2015-10-06T00:00:00Z,2015,October,Tuesday,15,Henry Farm (53),Outside
3520,2015-06-19T00:00:00Z,2015,June,Friday,21,Bayview Village (52),House
3521,2016-09-08T00:00:00Z,2016,September,Thursday,8,Henry Farm (53),Apartment
3522,2018-08-03T00:00:00Z,2018,August,Friday,21,Hillcrest Village (48),Educational
3523,2015-06-30T00:00:00Z,2015,June,Tuesday,14,Bayview Village (52),House
3524,2020-08-09T00:00:00Z,2020,August,Sunday,8,Henry Farm (53),Apartment
3525,2018-09-13T00:00:00Z,2018,September,Thursday,18,Hillcrest Village (48),House
3526,2015-07-01T00:00:00Z,2015,July,Wednesday,12,Bayview Village (52),Apartment
3527,2020-10-13T00:00:00Z,2020,October,Tuesday,4,Henry Farm (53),Apartment
3528,2017-03-01T00:00:00Z,2017,March,Wednesday,16,OConnor-Parkview (54),Outside
3529,2017-05-10T00:00:00Z,2017,May,Wednesday,12,OConnor-Parkview (54),Outside
3530,2017-05-26T00:00:00Z,2017,May,Friday,20,OConnor-Parkview (54),Apartment
3531,2017-06-30T00:00:00Z,2017,June,Friday,1,OConnor-Parkview (54),House
3532,2017-08-02T00:00:00Z,2017,August,Wednesday,16,OConnor-Parkview (54),Other
3533,2017-09-13T00:00:00Z,2017,September,Wednesday,11,OConnor-Parkview (54),Other
3534,2018-05-16T00:00:00Z,2018,May,Wednesday,13,OConnor-Parkview (54),Apartment
3535,2018-07-29T00:00:00Z,2018,July,Sunday,15,OConnor-Parkview (54),Commercial
3536,2018-07-16T00:00:00Z,2018,July,Monday,14,OConnor-Parkview (54),Other
3537,2019-04-07T00:00:00Z,2019,April,Sunday,23,OConnor-Parkview (54),Outside
3538,2019-07-01T00:00:00Z,2019,July,Monday,3,OConnor-Parkview (54),House
3539,2019-07-12T00:00:00Z,2019,July,Friday,16,OConnor-Parkview (54),Other
3540,2020-07-20T00:00:00Z,2020,July,Monday,17,OConnor-Parkview (54),Other
3541,2020-09-20T00:00:00Z,2020,September,Sunday,11,OConnor-Parkview (54),Outside
3542,2020-10-01T00:00:00Z,2020,October,Thursday,12,OConnor-Parkview (54),Apartment
3543,2019-05-11T00:00:00Z,2019,May,Saturday,16,Leaside-Bennington (56),Educational
3544,2020-10-11T00:00:00Z,2020,October,Sunday,9,OConnor-Parkview (54),Outside
3545,2020-12-06T00:00:00Z,2020,December,Sunday,3,OConnor-Parkview (54),House
3546,2015-01-19T00:00:00Z,2015,January,Monday,21,OConnor-Parkview (54),Other
3547,2015-06-26T00:00:00Z,2015,June,Friday,19,OConnor-Parkview (54),Outside
3548,2015-06-26T00:00:00Z,2015,June,Friday,19,OConnor-Parkview (54),Outside
3549,2015-06-26T00:00:00Z,2015,June,Friday,19,OConnor-Parkview (54),Outside
3550,2015-07-04T00:00:00Z,2015,July,Saturday,21,OConnor-Parkview (54),Outside
3551,2015-07-29T00:00:00Z,2015,July,Wednesday,20,OConnor-Parkview (54),Educational
3552,2016-01-21T00:00:00Z,2016,January,Thursday,19,OConnor-Parkview (54),Apartment
3553,2016-02-17T00:00:00Z,2016,February,Wednesday,18,OConnor-Parkview (54),House
3554,2016-04-02T00:00:00Z,2016,April,Saturday,12,OConnor-Parkview (54),Outside
3555,2016-07-04T00:00:00Z,2016,July,Monday,15,OConnor-Parkview (54),Commercial
3556,2016-08-10T00:00:00Z,2016,August,Wednesday,12,OConnor-Parkview (54),Other
3557,2018-08-24T00:00:00Z,2018,August,Friday,3,OConnor-Parkview (54),House
3558,2019-06-17T00:00:00Z,2019,June,Monday,17,OConnor-Parkview (54),Apartment
3559,2016-11-06T00:00:00Z,2016,November,Sunday,19,OConnor-Parkview (54),House
3560,2014-06-08T00:00:00Z,2014,June,Sunday,16,OConnor-Parkview (54),Outside
3561,2014-07-24T00:00:00Z,2014,July,Thursday,0,OConnor-Parkview (54),House
3562,2015-08-09T00:00:00Z,2015,August,Sunday,21,OConnor-Parkview (54),Outside
3563,2015-10-25T00:00:00Z,2015,October,Sunday,16,OConnor-Parkview (54),Outside
3564,2020-09-04T00:00:00Z,2020,September,Friday,20,OConnor-Parkview (54),Commercial
3565,2014-03-27T00:00:00Z,2014,March,Thursday,6,OConnor-Parkview (54),Outside
3566,2015-04-01T00:00:00Z,2015,April,Wednesday,11,OConnor-Parkview (54),House
3567,2016-07-01T00:00:00Z,2016,July,Friday,13,OConnor-Parkview (54),House
3568,2017-08-15T00:00:00Z,2017,August,Tuesday,12,OConnor-Parkview (54),Commercial
3569,2018-09-05T00:00:00Z,2018,September,Wednesday,1,OConnor-Parkview (54),Commercial
3570,2018-09-05T00:00:00Z,2018,September,Wednesday,1,OConnor-Parkview (54),Commercial
3571,2019-09-10T00:00:00Z,2019,September,Tuesday,17,OConnor-Parkview (54),Apartment
3572,2014-08-03T00:00:00Z,2014,August,Sunday,0,OConnor-Parkview (54),Apartment
3573,2014-07-17T00:00:00Z,2014,July,Thursday,13,OConnor-Parkview (54),Other
3574,2017-09-05T00:00:00Z,2017,September,Tuesday,13,OConnor-Parkview (54),House
3575,2018-06-17T00:00:00Z,2018,June,Sunday,12,OConnor-Parkview (54),House
3576,2014-07-11T00:00:00Z,2014,July,Friday,19,OConnor-Parkview (54),House
3577,2014-07-11T00:00:00Z,2014,July,Friday,19,OConnor-Parkview (54),House
3578,2014-07-05T00:00:00Z,2014,July,Saturday,23,OConnor-Parkview (54),House
3579,2014-08-17T00:00:00Z,2014,August,Sunday,14,OConnor-Parkview (54),Outside
3580,2015-06-24T00:00:00Z,2015,June,Wednesday,21,OConnor-Parkview (54),Outside
3581,2017-11-15T00:00:00Z,2017,November,Wednesday,20,OConnor-Parkview (54),Outside
3582,2018-07-18T00:00:00Z,2018,July,Wednesday,23,OConnor-Parkview (54),House
3583,2017-01-02T00:00:00Z,2017,January,Monday,16,Thorncliffe Park (55),Outside
3584,2017-04-26T00:00:00Z,2017,April,Wednesday,6,Thorncliffe Park (55),Outside
3585,2017-05-24T00:00:00Z,2017,May,Wednesday,19,Thorncliffe Park (55),Commercial
3586,2017-06-25T00:00:00Z,2017,June,Sunday,0,Thorncliffe Park (55),Outside
3587,2017-08-01T00:00:00Z,2017,August,Tuesday,15,Thorncliffe Park (55),Outside
3588,2017-08-18T00:00:00Z,2017,August,Friday,4,Thorncliffe Park (55),Commercial
3589,2018-05-17T00:00:00Z,2018,May,Thursday,18,Thorncliffe Park (55),Other
3590,2019-05-09T00:00:00Z,2019,May,Thursday,17,Thorncliffe Park (55),Commercial
3591,2019-06-14T00:00:00Z,2019,June,Friday,14,Thorncliffe Park (55),Commercial
3592,2019-07-09T00:00:00Z,2019,July,Tuesday,8,Thorncliffe Park (55),Other
3593,2019-07-10T00:00:00Z,2019,July,Wednesday,8,Thorncliffe Park (55),Other
3594,2019-09-11T00:00:00Z,2019,September,Wednesday,7,Thorncliffe Park (55),Outside
3595,2020-03-16T00:00:00Z,2020,March,Monday,14,Thorncliffe Park (55),Outside
3596,2020-04-16T00:00:00Z,2020,April,Thursday,15,Thorncliffe Park (55),Apartment
3597,2020-07-01T00:00:00Z,2020,July,Wednesday,16,Thorncliffe Park (55),Apartment
3598,2020-09-28T00:00:00Z,2020,September,Monday,19,Thorncliffe Park (55),Commercial
3599,2020-11-07T00:00:00Z,2020,November,Saturday,10,Thorncliffe Park (55),Commercial
3600,2014-02-11T00:00:00Z,2014,February,Tuesday,10,Thorncliffe Park (55),Commercial
3601,2014-01-28T00:00:00Z,2014,January,Tuesday,15,Thorncliffe Park (55),Commercial
3602,2014-03-14T00:00:00Z,2014,March,Friday,19,Thorncliffe Park (55),Commercial
3603,2014-06-06T00:00:00Z,2014,June,Friday,17,Thorncliffe Park (55),Outside
3604,2014-08-29T00:00:00Z,2014,August,Friday,13,Thorncliffe Park (55),Apartment
3605,2014-09-06T00:00:00Z,2014,September,Saturday,22,Thorncliffe Park (55),Apartment
3606,2014-09-06T00:00:00Z,2014,September,Saturday,22,Thorncliffe Park (55),Apartment
3607,2015-03-10T00:00:00Z,2015,March,Tuesday,20,Thorncliffe Park (55),Commercial
3608,2015-03-10T00:00:00Z,2015,March,Tuesday,20,Thorncliffe Park (55),Commercial
3609,2015-05-20T00:00:00Z,2015,May,Wednesday,15,Thorncliffe Park (55),Other
3610,2015-06-26T00:00:00Z,2015,June,Friday,15,Thorncliffe Park (55),Other
3611,2014-03-20T00:00:00Z,2014,March,Thursday,7,Thorncliffe Park (55),Outside
3612,2016-05-17T00:00:00Z,2016,May,Tuesday,8,Thorncliffe Park (55),Outside
3613,2016-08-09T00:00:00Z,2016,August,Tuesday,16,Thorncliffe Park (55),Outside
3614,2016-09-25T00:00:00Z,2016,September,Sunday,8,Thorncliffe Park (55),Apartment
3615,2019-09-12T00:00:00Z,2019,September,Thursday,21,Thorncliffe Park (55),Outside
3616,2015-07-16T00:00:00Z,2015,July,Thursday,6,Bayview Village (52),Outside
3617,2015-08-28T00:00:00Z,2015,August,Friday,14,Bayview Village (52),Outside
3618,2016-03-31T00:00:00Z,2016,March,Thursday,17,Bayview Village (52),Apartment
3619,2016-05-10T00:00:00Z,2016,May,Tuesday,13,Bayview Village (52),Commercial
3620,2016-05-25T00:00:00Z,2016,May,Wednesday,11,Bayview Village (52),Commercial
3621,2016-06-07T00:00:00Z,2016,June,Tuesday,13,Bayview Village (52),Outside
3622,2016-05-15T00:00:00Z,2016,May,Sunday,13,Bayview Village (52),Apartment
3623,2016-05-15T00:00:00Z,2016,May,Sunday,13,Bayview Village (52),Apartment
3624,2016-06-11T00:00:00Z,2016,June,Saturday,13,Bayview Village (52),Commercial
3625,2016-06-13T00:00:00Z,2016,June,Monday,17,Bayview Village (52),Outside
3626,2016-06-19T00:00:00Z,2016,June,Sunday,14,Bayview Village (52),Commercial
3627,2016-07-04T00:00:00Z,2016,July,Monday,14,Bayview Village (52),Transit
3628,2016-07-08T00:00:00Z,2016,July,Friday,16,Bayview Village (52),Commercial
3629,2018-09-27T00:00:00Z,2018,September,Thursday,9,Hillcrest Village (48),Educational
3630,2016-07-16T00:00:00Z,2016,July,Saturday,12,Bayview Village (52),Outside
3631,2016-07-21T00:00:00Z,2016,July,Thursday,19,Bayview Village (52),Other
3632,2016-10-02T00:00:00Z,2016,October,Sunday,11,Bayview Village (52),Apartment
3633,2019-11-11T00:00:00Z,2019,November,Monday,0,Bayview Village (52),Apartment
3634,2020-03-17T00:00:00Z,2020,March,Tuesday,9,Bayview Village (52),Outside
3635,2020-05-27T00:00:00Z,2020,May,Wednesday,21,Bayview Village (52),Outside
3636,2020-10-13T00:00:00Z,2020,October,Tuesday,20,Bayview Village (52),Apartment
3637,2017-07-26T00:00:00Z,2017,July,Wednesday,9,Bayview Village (52),Outside
3638,2017-09-14T00:00:00Z,2017,September,Thursday,1,Bayview Village (52),Other
3639,2018-05-04T00:00:00Z,2018,May,Friday,15,Bayview Village (52),Apartment
3640,2018-05-04T00:00:00Z,2018,May,Friday,15,Bayview Village (52),Apartment
3641,2018-06-13T00:00:00Z,2018,June,Wednesday,15,Bayview Village (52),Outside
3642,2016-06-23T00:00:00Z,2016,June,Thursday,15,Bayview Village (52),Outside
3643,2016-08-29T00:00:00Z,2016,August,Monday,11,Bayview Village (52),Outside
3644,2016-08-30T00:00:00Z,2016,August,Tuesday,15,Bayview Village (52),Outside
3645,2014-04-22T00:00:00Z,2014,April,Tuesday,12,Bayview Village (52),Outside
3646,2020-01-05T00:00:00Z,2020,January,Sunday,13,Bayview Village (52),Commercial
3647,2020-04-02T00:00:00Z,2020,April,Thursday,13,Bayview Village (52),Apartment
3648,2020-06-17T00:00:00Z,2020,June,Wednesday,19,Bayview Village (52),Outside
3649,2020-07-20T00:00:00Z,2020,July,Monday,10,Bayview Village (52),Apartment
3650,2020-08-06T00:00:00Z,2020,August,Thursday,18,Bayview Village (52),Apartment
3651,2020-08-10T00:00:00Z,2020,August,Monday,19,Bayview Village (52),Apartment
3652,2020-09-13T00:00:00Z,2020,September,Sunday,0,Bayview Village (52),Outside
3653,2020-10-31T00:00:00Z,2020,October,Saturday,0,Bayview Village (52),Other
3654,2020-11-11T00:00:00Z,2020,November,Wednesday,20,Bayview Village (52),Apartment
3655,2017-06-19T00:00:00Z,2017,June,Monday,17,Bayview Village (52),Commercial
3656,2017-09-10T00:00:00Z,2017,September,Sunday,5,Bayview Village (52),Apartment
3657,2015-07-16T00:00:00Z,2015,July,Thursday,6,Bayview Village (52),Outside
3658,2015-07-15T00:00:00Z,2015,July,Wednesday,20,Bayview Village (52),Apartment
3659,2015-08-23T00:00:00Z,2015,August,Sunday,0,Bayview Village (52),Apartment
3660,2016-07-09T00:00:00Z,2016,July,Saturday,23,Bayview Village (52),Apartment
3661,2016-08-07T00:00:00Z,2016,August,Sunday,10,Bayview Village (52),Other
3662,2016-12-07T00:00:00Z,2016,December,Wednesday,12,Bayview Village (52),Apartment
3663,2014-06-07T00:00:00Z,2014,June,Saturday,6,Bayview Village (52),Outside
3664,2019-05-17T00:00:00Z,2019,May,Friday,10,Bayview Village (52),Other
3665,2020-05-02T00:00:00Z,2020,May,Saturday,16,Bayview Village (52),Outside
3666,2020-06-20T00:00:00Z,2020,June,Saturday,12,Bayview Village (52),Apartment
3667,2020-08-28T00:00:00Z,2020,August,Friday,22,Bayview Village (52),Apartment
3668,2017-12-27T00:00:00Z,2017,December,Wednesday,2,Bayview Village (52),Commercial
3669,2018-02-07T00:00:00Z,2018,February,Wednesday,19,Bayview Village (52),Apartment
3670,2018-05-01T00:00:00Z,2018,May,Tuesday,0,Bayview Village (52),Outside
3671,2015-06-24T00:00:00Z,2015,June,Wednesday,18,Bayview Village (52),Other
3672,2015-09-11T00:00:00Z,2015,September,Friday,10,Bayview Village (52),Outside
3673,2016-06-06T00:00:00Z,2016,June,Monday,16,Bayview Village (52),Apartment
3674,2020-06-07T00:00:00Z,2020,June,Sunday,21,Bayview Village (52),Outside
3675,2020-07-13T00:00:00Z,2020,July,Monday,16,Bayview Village (52),Apartment
3676,2020-07-08T00:00:00Z,2020,July,Wednesday,18,Bayview Village (52),Apartment
3677,2020-08-10T00:00:00Z,2020,August,Monday,19,Bayview Village (52),Apartment
3678,2020-11-11T00:00:00Z,2020,November,Wednesday,12,Bayview Village (52),Apartment
3679,2018-04-08T00:00:00Z,2018,April,Sunday,18,Bayview Village (52),Apartment
3680,2018-04-09T00:00:00Z,2018,April,Monday,11,Bayview Village (52),Commercial
3681,2018-08-10T00:00:00Z,2018,August,Friday,11,Bayview Village (52),Outside
3682,2015-11-19T00:00:00Z,2015,November,Thursday,11,Bayview Village (52),Apartment
3683,2016-05-04T00:00:00Z,2016,May,Wednesday,14,Bayview Village (52),Outside
3684,2019-09-13T00:00:00Z,2019,September,Friday,20,Leaside-Bennington (56),House
3685,2016-06-19T00:00:00Z,2016,June,Sunday,12,Bayview Village (52),Outside
3686,2016-07-09T00:00:00Z,2016,July,Saturday,21,Bayview Village (52),House
3687,2016-07-15T00:00:00Z,2016,July,Friday,8,Bayview Village (52),Commercial
3688,2014-07-03T00:00:00Z,2014,July,Thursday,16,Bayview Village (52),Apartment
3689,2019-05-30T00:00:00Z,2019,May,Thursday,15,Henry Farm (53),Outside
3690,2019-07-21T00:00:00Z,2019,July,Sunday,9,Henry Farm (53),Apartment
3691,2019-08-16T00:00:00Z,2019,August,Friday,6,Henry Farm (53),House
3692,2019-08-21T00:00:00Z,2019,August,Wednesday,1,Henry Farm (53),Apartment
3693,2019-10-09T00:00:00Z,2019,October,Wednesday,11,Henry Farm (53),Outside
3694,2020-06-12T00:00:00Z,2020,June,Friday,11,Henry Farm (53),Other
3695,2020-06-12T00:00:00Z,2020,June,Friday,11,Henry Farm (53),Other
3696,2020-07-24T00:00:00Z,2020,July,Friday,15,Henry Farm (53),Apartment
3697,2020-07-28T00:00:00Z,2020,July,Tuesday,17,Henry Farm (53),Apartment
3698,2020-08-01T00:00:00Z,2020,August,Saturday,0,Henry Farm (53),Apartment
3699,2020-08-01T00:00:00Z,2020,August,Saturday,0,Henry Farm (53),Apartment
3700,2020-10-13T00:00:00Z,2020,October,Tuesday,9,Henry Farm (53),Apartment
3701,2014-05-07T00:00:00Z,2014,May,Wednesday,21,Henry Farm (53),House
3702,2015-08-22T00:00:00Z,2015,August,Saturday,23,Henry Farm (53),Commercial
3703,2020-07-29T00:00:00Z,2020,July,Wednesday,14,Henry Farm (53),Other
3704,2017-08-14T00:00:00Z,2017,August,Monday,16,Henry Farm (53),Educational
3705,2016-09-04T00:00:00Z,2016,September,Sunday,12,Henry Farm (53),Outside
3706,2020-08-23T00:00:00Z,2020,August,Sunday,20,Henry Farm (53),Apartment
3707,2017-07-13T00:00:00Z,2017,July,Thursday,21,Henry Farm (53),Other
3708,2019-01-18T00:00:00Z,2019,January,Friday,9,Hillcrest Village (48),House
3709,2019-09-13T00:00:00Z,2019,September,Friday,20,Leaside-Bennington (56),House
3710,2019-01-17T00:00:00Z,2019,January,Thursday,16,Hillcrest Village (48),Other
3711,2019-05-27T00:00:00Z,2019,May,Monday,18,Hillcrest Village (48),Apartment
3712,2019-10-04T00:00:00Z,2019,October,Friday,7,Leaside-Bennington (56),Educational
3713,2019-06-09T00:00:00Z,2019,June,Sunday,12,Hillcrest Village (48),Outside
3714,2020-04-17T00:00:00Z,2020,April,Friday,13,Leaside-Bennington (56),Apartment
3715,2019-07-24T00:00:00Z,2019,July,Wednesday,5,Hillcrest Village (48),House
3716,2020-04-18T00:00:00Z,2020,April,Saturday,22,Leaside-Bennington (56),Other
3717,2019-09-23T00:00:00Z,2019,September,Monday,10,Hillcrest Village (48),Educational
3718,2020-06-06T00:00:00Z,2020,June,Saturday,20,Leaside-Bennington (56),House
3719,2020-06-12T00:00:00Z,2020,June,Friday,7,Leaside-Bennington (56),Apartment
3720,2020-06-12T00:00:00Z,2020,June,Friday,7,Leaside-Bennington (56),Apartment
3721,2020-07-25T00:00:00Z,2020,July,Saturday,0,Leaside-Bennington (56),Outside
3722,2020-08-13T00:00:00Z,2020,August,Thursday,11,Leaside-Bennington (56),Outside
3723,2020-10-01T00:00:00Z,2020,October,Thursday,9,Leaside-Bennington (56),Apartment
3724,2014-04-18T00:00:00Z,2014,April,Friday,23,Leaside-Bennington (56),House
3725,2014-04-18T00:00:00Z,2014,April,Friday,23,Leaside-Bennington (56),House
3726,2014-04-18T00:00:00Z,2014,April,Friday,23,Leaside-Bennington (56),House
3727,2014-04-20T00:00:00Z,2014,April,Sunday,12,Leaside-Bennington (56),Other
3728,2014-06-25T00:00:00Z,2014,June,Wednesday,11,Leaside-Bennington (56),Other
3729,2015-04-08T00:00:00Z,2015,April,Wednesday,19,Leaside-Bennington (56),Outside
3730,2016-07-17T00:00:00Z,2016,July,Sunday,0,Leaside-Bennington (56),Commercial
3731,2016-11-06T00:00:00Z,2016,November,Sunday,3,Leaside-Bennington (56),House
3732,2016-11-06T00:00:00Z,2016,November,Sunday,3,Leaside-Bennington (56),House
3733,2017-03-08T00:00:00Z,2017,March,Wednesday,14,Leaside-Bennington (56),Apartment
3734,2017-03-08T00:00:00Z,2017,March,Wednesday,14,Leaside-Bennington (56),Apartment
3735,2017-05-06T00:00:00Z,2017,May,Saturday,15,Leaside-Bennington (56),House
3736,2018-05-20T00:00:00Z,2018,May,Sunday,1,Leaside-Bennington (56),House
3737,2019-04-20T00:00:00Z,2019,April,Saturday,11,Leaside-Bennington (56),Other
3738,2019-04-20T00:00:00Z,2019,April,Saturday,11,Leaside-Bennington (56),Other
3739,2019-07-15T00:00:00Z,2019,July,Monday,14,Leaside-Bennington (56),Outside
3740,2019-07-31T00:00:00Z,2019,July,Wednesday,16,Leaside-Bennington (56),Commercial
3741,2019-08-13T00:00:00Z,2019,August,Tuesday,8,Leaside-Bennington (56),Commercial
3742,2020-07-10T00:00:00Z,2020,July,Friday,16,Leaside-Bennington (56),Outside
3743,2020-03-03T00:00:00Z,2020,March,Tuesday,16,Broadview North (57),Apartment
3744,2020-09-27T00:00:00Z,2020,September,Sunday,0,Leaside-Bennington (56),House
3745,2016-09-18T00:00:00Z,2016,September,Sunday,20,Broadview North (57),Commercial
3746,2017-02-16T00:00:00Z,2017,February,Thursday,7,Broadview North (57),Apartment
3747,2017-05-20T00:00:00Z,2017,May,Saturday,5,Broadview North (57),House
3748,2017-09-20T00:00:00Z,2017,September,Wednesday,20,Broadview North (57),Commercial
3749,2017-09-14T00:00:00Z,2017,September,Thursday,0,Broadview North (57),Outside
3750,2018-01-22T00:00:00Z,2018,January,Monday,8,Broadview North (57),Apartment
3751,2018-12-23T00:00:00Z,2018,December,Sunday,16,Broadview North (57),Outside
3752,2019-03-20T00:00:00Z,2019,March,Wednesday,14,Broadview North (57),House
3753,2019-04-23T00:00:00Z,2019,April,Tuesday,0,Broadview North (57),Apartment
3754,2019-06-27T00:00:00Z,2019,June,Thursday,15,Broadview North (57),Apartment
3755,2019-08-09T00:00:00Z,2019,August,Friday,19,Broadview North (57),Educational
3756,2019-09-03T00:00:00Z,2019,September,Tuesday,6,Broadview North (57),House
3757,2019-09-03T00:00:00Z,2019,September,Tuesday,6,Broadview North (57),House
3758,2019-09-15T00:00:00Z,2019,September,Sunday,17,Broadview North (57),Apartment
3759,2019-10-03T00:00:00Z,2019,October,Thursday,1,Broadview North (57),Apartment
3760,2020-05-27T00:00:00Z,2020,May,Wednesday,9,Broadview North (57),House
3761,2020-05-26T00:00:00Z,2020,May,Tuesday,22,Broadview North (57),Outside
3762,2020-06-01T00:00:00Z,2020,June,Monday,15,Broadview North (57),Apartment
3763,2020-06-01T00:00:00Z,2020,June,Monday,15,Broadview North (57),Apartment
3764,2020-06-03T00:00:00Z,2020,June,Wednesday,13,Broadview North (57),Outside
3765,2020-06-03T00:00:00Z,2020,June,Wednesday,13,Broadview North (57),Outside
3766,2020-06-03T00:00:00Z,2020,June,Wednesday,13,Broadview North (57),Outside
3767,2020-06-03T00:00:00Z,2020,June,Wednesday,12,Broadview North (57),Other
3768,2020-07-27T00:00:00Z,2020,July,Monday,16,Broadview North (57),House
3769,2020-08-22T00:00:00Z,2020,August,Saturday,2,Broadview North (57),House
3770,2020-09-17T00:00:00Z,2020,September,Thursday,17,Broadview North (57),House
3771,2020-10-17T00:00:00Z,2020,October,Saturday,17,Broadview North (57),Apartment
3772,2020-10-17T00:00:00Z,2020,October,Saturday,17,Broadview North (57),Apartment
3773,2020-10-22T00:00:00Z,2020,October,Thursday,18,Broadview North (57),Outside
3774,2020-10-22T00:00:00Z,2020,October,Thursday,18,Broadview North (57),Outside
3775,2020-10-21T00:00:00Z,2020,October,Wednesday,10,Broadview North (57),Outside
3776,2020-10-31T00:00:00Z,2020,October,Saturday,19,Broadview North (57),Outside
3777,2014-09-09T00:00:00Z,2014,September,Tuesday,9,Broadview North (57),Educational
3778,2015-05-26T00:00:00Z,2015,May,Tuesday,17,Broadview North (57),Apartment
3779,2015-07-29T00:00:00Z,2015,July,Wednesday,3,Broadview North (57),Apartment
3780,2015-08-26T00:00:00Z,2015,August,Wednesday,19,Broadview North (57),Other
3781,2015-11-02T00:00:00Z,2015,November,Monday,19,Broadview North (57),Commercial
3782,2015-11-02T00:00:00Z,2015,November,Monday,19,Broadview North (57),Commercial
3783,2016-03-04T00:00:00Z,2016,March,Friday,22,Broadview North (57),House
3784,2016-03-04T00:00:00Z,2016,March,Friday,22,Broadview North (57),House
3785,2016-03-04T00:00:00Z,2016,March,Friday,22,Broadview North (57),House
3786,2016-03-04T00:00:00Z,2016,March,Friday,22,Broadview North (57),House
3787,2016-03-13T00:00:00Z,2016,March,Sunday,13,Broadview North (57),Commercial
3788,2016-05-11T00:00:00Z,2016,May,Wednesday,9,Broadview North (57),Apartment
3789,2016-09-08T00:00:00Z,2016,September,Thursday,14,Broadview North (57),House
3790,2016-09-08T00:00:00Z,2016,September,Thursday,14,Broadview North (57),House
3791,2016-11-04T00:00:00Z,2016,November,Friday,20,Broadview North (57),Apartment
3792,2016-11-20T00:00:00Z,2016,November,Sunday,12,Broadview North (57),Outside
3793,2019-06-19T00:00:00Z,2019,June,Wednesday,0,Broadview North (57),House
3794,2016-06-12T00:00:00Z,2016,June,Sunday,9,Broadview North (57),House
3795,2016-07-15T00:00:00Z,2016,July,Friday,6,Broadview North (57),Educational
3796,2017-06-18T00:00:00Z,2017,June,Sunday,17,Broadview North (57),Outside
3797,2017-09-17T00:00:00Z,2017,September,Sunday,16,Broadview North (57),Apartment
3798,2015-07-14T00:00:00Z,2015,July,Tuesday,16,Broadview North (57),Outside
3799,2015-08-06T00:00:00Z,2015,August,Thursday,15,Broadview North (57),Apartment
3800,2015-08-06T00:00:00Z,2015,August,Thursday,15,Broadview North (57),Apartment
3801,2015-08-06T00:00:00Z,2015,August,Thursday,15,Broadview North (57),Apartment
3802,2020-08-18T00:00:00Z,2020,August,Tuesday,15,Broadview North (57),Other
3803,2020-08-23T00:00:00Z,2020,August,Sunday,0,Broadview North (57),Apartment
3804,2020-10-06T00:00:00Z,2020,October,Tuesday,22,Broadview North (57),House
3805,2020-10-10T00:00:00Z,2020,October,Saturday,4,Broadview North (57),Apartment
3806,2020-10-10T00:00:00Z,2020,October,Saturday,4,Broadview North (57),Apartment
