id,occurrence_date,occurrence_year,occurrence_month,occurrence_day_of_week,occurrence_hour,neighbourhood_name,premises_type
1,2017-10-03T00:00:00Z,2017,October,Tuesday,14,Kingsway South (15),Outside
2,2017-11-08T00:00:00Z,2017,November,Wednesday,3,Kingsway South (15),House
3,2018-09-14T00:00:00Z,2018,September,Friday,9,Kingsway South (15),Transit
4,2015-05-07T00:00:00Z,2015,May,Thursday,18,Kingsway South (15),Transit
5,2015-05-16T00:00:00Z,2015,May,Saturday,12,Kingsway South (15),Transit
6,2015-09-01T00:00:00Z,2015,September,Tuesday,0,Kingsway South (15),Outside
7,2016-02-18T00:00:00Z,2016,February,Thursday,9,Kingsway South (15),Transit
8,2019-05-01T00:00:00Z,2019,May,Wednesday,13,Kingsway South (15),Transit
9,2017-09-06T00:00:00Z,2017,September,Wednesday,8,Kingsway South (15),Transit
10,2014-05-07T00:00:00Z,2014,May,Wednesday,18,Kingsway South (15),Outside
11,2014-06-21T00:00:00Z,2014,June,Saturday,12,Kingsway South (15),House
12,2014-07-24T00:00:00Z,2014,July,Thursday,9,Kingsway South (15),Outside
13,2016-10-14T00:00:00Z,2016,October,Friday,13,Kingsway South (15),Outside
14,2016-11-02T00:00:00Z,2016,November,Wednesday,1,Kingsway South (15),Other
15,2016-11-02T00:00:00Z,2016,November,Wednesday,1,Kingsway South (15),Other
16,2016-11-18T00:00:00Z,2016,November,Friday,8,Kingsway South (15),Transit
17,2020-08-03T00:00:00Z,2020,August,Monday,20,Kingsway South (15),House
18,2020-08-03T00:00:00Z,2020,August,Monday,20,Kingsway South (15),House
19,2018-07-13T00:00:00Z,2018,July,Friday,19,Islington-City Centre West (14),House
20,2020-08-25T00:00:00Z,2020,August,Tuesday,14,Kingsway South (15),Outside
21,2017-09-06T00:00:00Z,2017,September,Wednesday,8,Kingsway South (15),Transit
22,2018-07-27T00:00:00Z,2018,July,Friday,10,Kingsway South (15),Transit
23,2015-08-08T00:00:00Z,2015,August,Saturday,14,Kingsway South (15),Other
24,2016-05-05T00:00:00Z,2016,May,Thursday,10,Kingsway South (15),Educational
25,2016-07-21T00:00:00Z,2016,July,Thursday,8,Kingsway South (15),Transit
26,2017-01-10T00:00:00Z,2017,January,Tuesday,11,Stonegate-Queensway (16),Apartment
27,2017-02-23T00:00:00Z,2017,February,Thursday,18,Stonegate-Queensway (16),Commercial
28,2017-09-16T00:00:00Z,2017,September,Saturday,23,Stonegate-Queensway (16),Outside
29,2017-09-26T00:00:00Z,2017,September,Tuesday,3,Stonegate-Queensway (16),House
30,2017-10-13T00:00:00Z,2017,October,Friday,0,Stonegate-Queensway (16),House
31,2017-11-11T00:00:00Z,2017,November,Saturday,22,Stonegate-Queensway (16),House
32,2018-09-17T00:00:00Z,2018,September,Monday,8,Stonegate-Queensway (16),Other
33,2019-03-21T00:00:00Z,2019,March,Thursday,17,Stonegate-Queensway (16),House
34,2019-05-08T00:00:00Z,2019,May,Wednesday,9,Stonegate-Queensway (16),Educational
35,2019-06-20T00:00:00Z,2019,June,Thursday,3,Stonegate-Queensway (16),Apartment
36,2019-07-04T00:00:00Z,2019,July,Thursday,13,Stonegate-Queensway (16),Outside
37,2019-09-01T00:00:00Z,2019,September,Sunday,20,Stonegate-Queensway (16),Other
38,2019-09-01T00:00:00Z,2019,September,Sunday,20,Stonegate-Queensway (16),Other
39,2020-05-11T00:00:00Z,2020,May,Monday,23,Stonegate-Queensway (16),Other
40,2020-07-24T00:00:00Z,2020,July,Friday,22,Stonegate-Queensway (16),Commercial
41,2020-08-10T00:00:00Z,2020,August,Monday,23,Stonegate-Queensway (16),Other
42,2020-08-29T00:00:00Z,2020,August,Saturday,13,Stonegate-Queensway (16),House
43,2020-09-29T00:00:00Z,2020,September,Tuesday,20,Stonegate-Queensway (16),Outside
44,2014-07-24T00:00:00Z,2014,July,Thursday,2,Stonegate-Queensway (16),House
45,2014-07-27T00:00:00Z,2014,July,Sunday,0,Stonegate-Queensway (16),House
46,2014-08-15T00:00:00Z,2014,August,Friday,10,Stonegate-Queensway (16),Outside
47,2014-08-24T00:00:00Z,2014,August,Sunday,13,Stonegate-Queensway (16),House
48,2014-08-24T00:00:00Z,2014,August,Sunday,13,Stonegate-Queensway (16),House
49,2014-08-21T00:00:00Z,2014,August,Thursday,21,Stonegate-Queensway (16),Other
50,2015-04-16T00:00:00Z,2015,April,Thursday,10,Stonegate-Queensway (16),House
51,2015-07-02T00:00:00Z,2015,July,Thursday,15,Stonegate-Queensway (16),Outside
52,2015-07-18T00:00:00Z,2015,July,Saturday,21,Stonegate-Queensway (16),Outside
53,2015-07-21T00:00:00Z,2015,July,Tuesday,17,Stonegate-Queensway (16),House
54,2015-07-21T00:00:00Z,2015,July,Tuesday,17,Stonegate-Queensway (16),House
55,2015-07-26T00:00:00Z,2015,July,Sunday,13,Stonegate-Queensway (16),House
56,2015-07-24T00:00:00Z,2015,July,Friday,16,Stonegate-Queensway (16),House
57,2015-07-23T00:00:00Z,2015,July,Thursday,19,Stonegate-Queensway (16),Other
58,2015-07-23T00:00:00Z,2015,July,Thursday,19,Stonegate-Queensway (16),Other
59,2015-07-10T00:00:00Z,2015,July,Friday,23,Stonegate-Queensway (16),Other
60,2015-07-13T00:00:00Z,2015,July,Monday,20,Stonegate-Queensway (16),House
61,2016-05-03T00:00:00Z,2016,May,Tuesday,14,Stonegate-Queensway (16),Educational
62,2016-07-20T00:00:00Z,2016,July,Wednesday,16,Stonegate-Queensway (16),Educational
63,2016-08-08T00:00:00Z,2016,August,Monday,18,Stonegate-Queensway (16),House
64,2016-09-08T00:00:00Z,2016,September,Thursday,10,Stonegate-Queensway (16),Outside
65,2020-10-18T00:00:00Z,2020,October,Sunday,18,Stonegate-Queensway (16),Apartment
66,2019-04-19T00:00:00Z,2019,April,Friday,19,Stonegate-Queensway (16),Outside
67,2019-04-19T00:00:00Z,2019,April,Friday,19,Stonegate-Queensway (16),Outside
68,2014-05-22T00:00:00Z,2014,May,Thursday,16,Stonegate-Queensway (16),House
69,2014-08-31T00:00:00Z,2014,August,Sunday,12,Stonegate-Queensway (16),Outside
70,2015-09-02T00:00:00Z,2015,September,Wednesday,19,Stonegate-Queensway (16),Apartment
71,2016-01-22T00:00:00Z,2016,January,Friday,13,Stonegate-Queensway (16),Outside
72,2020-06-23T00:00:00Z,2020,June,Tuesday,21,Islington-City Centre West (14),Commercial
73,2020-04-14T00:00:00Z,2020,April,Tuesday,10,Stonegate-Queensway (16),Apartment
74,2020-09-28T00:00:00Z,2020,September,Monday,17,Stonegate-Queensway (16),Commercial
75,2018-09-28T00:00:00Z,2018,September,Friday,14,Stonegate-Queensway (16),Outside
76,2018-10-02T00:00:00Z,2018,October,Tuesday,15,Stonegate-Queensway (16),House
77,2018-10-02T00:00:00Z,2018,October,Tuesday,15,Stonegate-Queensway (16),House
78,2019-12-16T00:00:00Z,2019,December,Monday,0,Stonegate-Queensway (16),Other
79,2019-12-16T00:00:00Z,2019,December,Monday,0,Stonegate-Queensway (16),Other
80,2019-12-16T00:00:00Z,2019,December,Monday,0,Stonegate-Queensway (16),Other
81,2017-11-09T00:00:00Z,2017,November,Thursday,0,Stonegate-Queensway (16),Other
82,2018-08-28T00:00:00Z,2018,August,Tuesday,0,Stonegate-Queensway (16),House
83,2015-07-09T00:00:00Z,2015,July,Thursday,17,Stonegate-Queensway (16),Apartment
84,2016-05-13T00:00:00Z,2016,May,Friday,23,Stonegate-Queensway (16),Commercial
85,2016-06-08T00:00:00Z,2016,June,Wednesday,8,Stonegate-Queensway (16),Educational
86,2017-08-02T00:00:00Z,2017,August,Wednesday,7,Stonegate-Queensway (16),Outside
87,2019-06-19T00:00:00Z,2019,June,Wednesday,21,Stonegate-Queensway (16),Apartment
88,2019-10-11T00:00:00Z,2019,October,Friday,22,Stonegate-Queensway (16),Other
89,2018-05-08T00:00:00Z,2018,May,Tuesday,15,Stonegate-Queensway (16),House
90,2018-05-08T00:00:00Z,2018,May,Tuesday,15,Stonegate-Queensway (16),House
91,2018-09-17T00:00:00Z,2018,September,Monday,8,Stonegate-Queensway (16),Other
92,2014-07-01T00:00:00Z,2014,July,Tuesday,0,Stonegate-Queensway (16),Other
93,2015-07-13T00:00:00Z,2015,July,Monday,15,Stonegate-Queensway (16),Outside
94,2015-07-21T00:00:00Z,2015,July,Tuesday,18,Stonegate-Queensway (16),House
95,2015-07-21T00:00:00Z,2015,July,Tuesday,18,Stonegate-Queensway (16),House
96,2016-07-10T00:00:00Z,2016,July,Sunday,21,Stonegate-Queensway (16),Outside
97,2016-07-18T00:00:00Z,2016,July,Monday,16,Stonegate-Queensway (16),Commercial
98,2020-07-25T00:00:00Z,2020,July,Saturday,23,Stonegate-Queensway (16),House
99,2020-09-13T00:00:00Z,2020,September,Sunday,14,Stonegate-Queensway (16),Other
100,2020-11-29T00:00:00Z,2020,November,Sunday,12,Stonegate-Queensway (16),House
101,2018-10-19T00:00:00Z,2018,October,Friday,19,Stonegate-Queensway (16),House
102,2018-08-20T00:00:00Z,2018,August,Monday,7,Stonegate-Queensway (16),Other
103,2018-07-17T00:00:00Z,2018,July,Tuesday,10,Islington-City Centre West (14),Apartment
104,2019-01-01T00:00:00Z,2019,January,Tuesday,15,New Toronto (18),Outside
105,2018-08-03T00:00:00Z,2018,August,Friday,19,Islington-City Centre West (14),Outside
106,2018-08-03T00:00:00Z,2018,August,Friday,19,Islington-City Centre West (14),Outside
107,2018-08-12T00:00:00Z,2018,August,Sunday,22,Islington-City Centre West (14),Apartment
108,2018-08-14T00:00:00Z,2018,August,Tuesday,13,Islington-City Centre West (14),Commercial
109,2019-01-01T00:00:00Z,2019,January,Tuesday,7,Islington-City Centre West (14),House
110,2019-03-18T00:00:00Z,2019,March,Monday,0,Islington-City Centre West (14),Commercial
111,2019-04-28T00:00:00Z,2019,April,Sunday,12,Islington-City Centre West (14),Other
112,2019-06-28T00:00:00Z,2019,June,Friday,11,Islington-City Centre West (14),Outside
113,2019-06-28T00:00:00Z,2019,June,Friday,11,Islington-City Centre West (14),Outside
114,2019-05-15T00:00:00Z,2019,May,Wednesday,20,Islington-City Centre West (14),Apartment
115,2019-07-15T00:00:00Z,2019,July,Monday,8,Islington-City Centre West (14),Transit
116,2019-07-19T00:00:00Z,2019,July,Friday,12,Islington-City Centre West (14),Apartment
117,2019-07-29T00:00:00Z,2019,July,Monday,20,Islington-City Centre West (14),Other
118,2019-08-15T00:00:00Z,2019,August,Thursday,11,Islington-City Centre West (14),Commercial
119,2019-08-05T00:00:00Z,2019,August,Monday,17,Islington-City Centre West (14),Commercial
120,2019-08-20T00:00:00Z,2019,August,Tuesday,18,Islington-City Centre West (14),Commercial
121,2019-09-08T00:00:00Z,2019,September,Sunday,12,Islington-City Centre West (14),Outside
122,2019-10-02T00:00:00Z,2019,October,Wednesday,19,Islington-City Centre West (14),Commercial
123,2019-12-09T00:00:00Z,2019,December,Monday,15,Islington-City Centre West (14),Apartment
124,2020-01-08T00:00:00Z,2020,January,Wednesday,18,Islington-City Centre West (14),Other
125,2020-05-27T00:00:00Z,2020,May,Wednesday,15,Islington-City Centre West (14),Apartment
126,2020-05-24T00:00:00Z,2020,May,Sunday,0,Islington-City Centre West (14),Other
127,2020-06-15T00:00:00Z,2020,June,Monday,2,Islington-City Centre West (14),House
128,2020-07-17T00:00:00Z,2020,July,Friday,0,Islington-City Centre West (14),Apartment
129,2020-07-23T00:00:00Z,2020,July,Thursday,0,Islington-City Centre West (14),House
130,2020-07-23T00:00:00Z,2020,July,Thursday,1,Islington-City Centre West (14),Apartment
131,2020-09-12T00:00:00Z,2020,September,Saturday,12,Islington-City Centre West (14),Commercial
132,2020-09-15T00:00:00Z,2020,September,Tuesday,15,Islington-City Centre West (14),Apartment
133,2020-10-10T00:00:00Z,2020,October,Saturday,4,Islington-City Centre West (14),Apartment
134,2020-10-09T00:00:00Z,2020,October,Friday,5,Islington-City Centre West (14),Apartment
135,2020-10-29T00:00:00Z,2020,October,Thursday,22,Islington-City Centre West (14),Other
136,2020-09-19T00:00:00Z,2020,September,Saturday,0,Islington-City Centre West (14),Apartment
137,2014-03-31T00:00:00Z,2014,March,Monday,10,Islington-City Centre West (14),Transit
138,2014-05-21T00:00:00Z,2014,May,Wednesday,17,Islington-City Centre West (14),Outside
139,2014-05-21T00:00:00Z,2014,May,Wednesday,17,Islington-City Centre West (14),Outside
140,2014-07-06T00:00:00Z,2014,July,Sunday,20,Islington-City Centre West (14),House
141,2014-07-10T00:00:00Z,2014,July,Thursday,22,Islington-City Centre West (14),House
142,2014-07-30T00:00:00Z,2014,July,Wednesday,8,Islington-City Centre West (14),House
143,2020-11-13T00:00:00Z,2020,November,Friday,14,Islington-City Centre West (14),Commercial
144,2014-07-30T00:00:00Z,2014,July,Wednesday,8,Islington-City Centre West (14),House
145,2014-07-30T00:00:00Z,2014,July,Wednesday,8,Islington-City Centre West (14),House
146,2014-08-03T00:00:00Z,2014,August,Sunday,14,Islington-City Centre West (14),Outside
147,2014-08-31T00:00:00Z,2014,August,Sunday,12,Islington-City Centre West (14),Outside
148,2014-12-12T00:00:00Z,2014,December,Friday,21,Islington-City Centre West (14),Apartment
149,2015-03-12T00:00:00Z,2015,March,Thursday,10,Islington-City Centre West (14),Transit
150,2015-04-10T00:00:00Z,2015,April,Friday,14,Islington-City Centre West (14),Transit
151,2015-05-12T00:00:00Z,2015,May,Tuesday,9,Islington-City Centre West (14),Transit
152,2015-05-28T00:00:00Z,2015,May,Thursday,13,Islington-City Centre West (14),Educational
153,2015-07-19T00:00:00Z,2015,July,Sunday,3,Islington-City Centre West (14),Other
154,2015-07-23T00:00:00Z,2015,July,Thursday,0,Islington-City Centre West (14),Apartment
155,2015-08-15T00:00:00Z,2015,August,Saturday,14,Islington-City Centre West (14),Commercial
156,2015-09-30T00:00:00Z,2015,September,Wednesday,9,Islington-City Centre West (14),Commercial
157,2015-11-08T00:00:00Z,2015,November,Sunday,19,Islington-City Centre West (14),Apartment
158,2016-01-09T00:00:00Z,2016,January,Saturday,12,Islington-City Centre West (14),Apartment
159,2016-03-30T00:00:00Z,2016,March,Wednesday,18,Islington-City Centre West (14),Apartment
160,2016-01-19T00:00:00Z,2016,January,Tuesday,0,Islington-City Centre West (14),Outside
161,2016-01-19T00:00:00Z,2016,January,Tuesday,0,Islington-City Centre West (14),Outside
162,2016-01-22T00:00:00Z,2016,January,Friday,17,Islington-City Centre West (14),Outside
163,2016-06-07T00:00:00Z,2016,June,Tuesday,9,Islington-City Centre West (14),Transit
164,2016-07-25T00:00:00Z,2016,July,Monday,0,Islington-City Centre West (14),House
165,2016-07-25T00:00:00Z,2016,July,Monday,12,Islington-City Centre West (14),Outside
166,2016-07-25T00:00:00Z,2016,July,Monday,0,Islington-City Centre West (14),House
167,2016-09-19T00:00:00Z,2016,September,Monday,17,Islington-City Centre West (14),Apartment
168,2016-10-06T00:00:00Z,2016,October,Thursday,8,Islington-City Centre West (14),Commercial
169,2016-10-11T00:00:00Z,2016,October,Tuesday,16,Islington-City Centre West (14),Commercial
170,2016-10-28T00:00:00Z,2016,October,Friday,7,Islington-City Centre West (14),Apartment
171,2016-11-14T00:00:00Z,2016,November,Monday,16,Islington-City Centre West (14),Outside
172,2020-06-21T00:00:00Z,2020,June,Sunday,17,Islington-City Centre West (14),Outside
173,2020-07-23T00:00:00Z,2020,July,Thursday,1,Islington-City Centre West (14),Apartment
174,2020-09-05T00:00:00Z,2020,September,Saturday,22,Islington-City Centre West (14),Apartment
175,2019-08-23T00:00:00Z,2019,August,Friday,20,Flemingdon Park (44),Other
176,2018-10-18T00:00:00Z,2018,October,Thursday,7,Islington-City Centre West (14),Outside
177,2019-07-15T00:00:00Z,2019,July,Monday,0,Islington-City Centre West (14),Apartment
178,2019-07-13T00:00:00Z,2019,July,Saturday,18,Islington-City Centre West (14),Apartment
179,2019-08-03T00:00:00Z,2019,August,Saturday,13,Islington-City Centre West (14),House
180,2019-11-28T00:00:00Z,2019,November,Thursday,20,Islington-City Centre West (14),Apartment
181,2020-05-18T00:00:00Z,2020,May,Monday,12,Islington-City Centre West (14),House
182,2017-07-25T00:00:00Z,2017,July,Tuesday,18,Islington-City Centre West (14),Apartment
183,2019-01-31T00:00:00Z,2019,January,Thursday,9,Islington-City Centre West (14),Apartment
184,2017-07-07T00:00:00Z,2017,July,Friday,11,Islington-City Centre West (14),Outside
185,2017-09-01T00:00:00Z,2017,September,Friday,10,Islington-City Centre West (14),Transit
186,2015-06-10T00:00:00Z,2015,June,Wednesday,1,Islington-City Centre West (14),House
187,2015-06-13T00:00:00Z,2015,June,Saturday,20,Islington-City Centre West (14),Commercial
188,2015-06-13T00:00:00Z,2015,June,Saturday,20,Islington-City Centre West (14),Commercial
189,2015-06-24T00:00:00Z,2015,June,Wednesday,22,Islington-City Centre West (14),Outside
190,2015-09-17T00:00:00Z,2015,September,Thursday,17,Islington-City Centre West (14),House
191,2015-06-24T00:00:00Z,2015,June,Wednesday,15,Kingsway South (15),Outside
192,2016-08-12T00:00:00Z,2016,August,Friday,11,Islington-City Centre West (14),House
193,2016-08-12T00:00:00Z,2016,August,Friday,11,Islington-City Centre West (14),House
194,2017-05-28T00:00:00Z,2017,May,Sunday,10,Islington-City Centre West (14),Commercial
195,2020-05-08T00:00:00Z,2020,May,Friday,13,Islington-City Centre West (14),House
196,2020-05-30T00:00:00Z,2020,May,Saturday,9,Islington-City Centre West (14),Apartment
197,2020-09-05T00:00:00Z,2020,September,Saturday,14,Islington-City Centre West (14),Commercial
198,2020-12-08T00:00:00Z,2020,December,Tuesday,12,Islington-City Centre West (14),Apartment
199,2020-12-08T00:00:00Z,2020,December,Tuesday,12,Islington-City Centre West (14),Apartment
200,2019-03-16T00:00:00Z,2019,March,Saturday,20,Islington-City Centre West (14),Commercial
201,2020-04-08T00:00:00Z,2020,April,Wednesday,19,Islington-City Centre West (14),House
202,2017-08-19T00:00:00Z,2017,August,Saturday,7,Islington-City Centre West (14),Commercial
203,2018-09-17T00:00:00Z,2018,September,Monday,16,Islington-City Centre West (14),Apartment
204,2018-08-20T00:00:00Z,2018,August,Monday,7,Stonegate-Queensway (16),Other
205,2015-05-01T00:00:00Z,2015,May,Friday,18,Stonegate-Queensway (16),Educational
206,2015-07-23T00:00:00Z,2015,July,Thursday,18,Stonegate-Queensway (16),House
207,2015-06-24T00:00:00Z,2015,June,Wednesday,15,Kingsway South (15),Outside
208,2015-07-23T00:00:00Z,2015,July,Thursday,18,Stonegate-Queensway (16),House
209,2016-04-19T00:00:00Z,2016,April,Tuesday,8,Stonegate-Queensway (16),Educational
210,2016-07-30T00:00:00Z,2016,July,Saturday,21,Stonegate-Queensway (16),House
211,2016-12-27T00:00:00Z,2016,December,Tuesday,14,West Humber-Clairville (1),Apartment
212,2016-12-05T00:00:00Z,2016,December,Monday,15,Mimico (includes Humber Bay Shores) (17),Other
213,2016-12-13T00:00:00Z,2016,December,Tuesday,7,Mimico (includes Humber Bay Shores) (17),Apartment
214,2016-08-05T00:00:00Z,2016,August,Friday,21,Mimico (includes Humber Bay Shores) (17),Other
215,2017-02-27T00:00:00Z,2017,February,Monday,16,Mimico (includes Humber Bay Shores) (17),Educational
216,2017-02-27T00:00:00Z,2017,February,Monday,13,Mimico (includes Humber Bay Shores) (17),Outside
217,2015-01-07T00:00:00Z,2015,January,Wednesday,0,Mimico (includes Humber Bay Shores) (17),Apartment
218,2017-05-03T00:00:00Z,2017,May,Wednesday,23,Mimico (includes Humber Bay Shores) (17),Apartment
219,2017-05-20T00:00:00Z,2017,May,Saturday,23,Mimico (includes Humber Bay Shores) (17),Commercial
220,2017-05-18T00:00:00Z,2017,May,Thursday,17,Mimico (includes Humber Bay Shores) (17),Apartment
221,2016-09-01T00:00:00Z,2016,September,Thursday,10,Mimico (includes Humber Bay Shores) (17),Apartment
222,2017-06-27T00:00:00Z,2017,June,Tuesday,19,Mimico (includes Humber Bay Shores) (17),Apartment
223,2018-07-06T00:00:00Z,2018,July,Friday,8,Danforth (66),Transit
224,2017-06-28T00:00:00Z,2017,June,Wednesday,16,Mimico (includes Humber Bay Shores) (17),Outside
225,2017-06-24T00:00:00Z,2017,June,Saturday,19,Mimico (includes Humber Bay Shores) (17),Commercial
226,2017-07-10T00:00:00Z,2017,July,Monday,13,Mimico (includes Humber Bay Shores) (17),Other
227,2017-07-09T00:00:00Z,2017,July,Sunday,22,Mimico (includes Humber Bay Shores) (17),Apartment
228,2017-08-06T00:00:00Z,2017,August,Sunday,13,Mimico (includes Humber Bay Shores) (17),Commercial
229,2017-08-05T00:00:00Z,2017,August,Saturday,23,Mimico (includes Humber Bay Shores) (17),Apartment
230,2017-08-04T00:00:00Z,2017,August,Friday,22,Mimico (includes Humber Bay Shores) (17),Other
231,2017-08-04T00:00:00Z,2017,August,Friday,22,Mimico (includes Humber Bay Shores) (17),Other
232,2017-08-18T00:00:00Z,2017,August,Friday,22,Mimico (includes Humber Bay Shores) (17),Commercial
233,2017-08-18T00:00:00Z,2017,August,Friday,22,Mimico (includes Humber Bay Shores) (17),Commercial
234,2017-08-19T00:00:00Z,2017,August,Saturday,11,Mimico (includes Humber Bay Shores) (17),Other
235,2016-08-21T00:00:00Z,2016,August,Sunday,15,Mimico (includes Humber Bay Shores) (17),Apartment
236,2017-09-04T00:00:00Z,2017,September,Monday,16,Mimico (includes Humber Bay Shores) (17),Outside
237,2017-09-01T00:00:00Z,2017,September,Friday,11,Mimico (includes Humber Bay Shores) (17),Apartment
238,2017-08-25T00:00:00Z,2017,August,Friday,21,Mimico (includes Humber Bay Shores) (17),Apartment
239,2017-09-21T00:00:00Z,2017,September,Thursday,7,Mimico (includes Humber Bay Shores) (17),Apartment
240,2017-09-23T00:00:00Z,2017,September,Saturday,12,Mimico (includes Humber Bay Shores) (17),Outside
241,2017-10-18T00:00:00Z,2017,October,Wednesday,13,Mimico (includes Humber Bay Shores) (17),Outside
242,2017-10-19T00:00:00Z,2017,October,Thursday,7,Mimico (includes Humber Bay Shores) (17),Outside
243,2017-10-19T00:00:00Z,2017,October,Thursday,7,Mimico (includes Humber Bay Shores) (17),Outside
244,2017-10-25T00:00:00Z,2017,October,Wednesday,22,Mimico (includes Humber Bay Shores) (17),Apartment
245,2017-10-29T00:00:00Z,2017,October,Sunday,18,Mimico (includes Humber Bay Shores) (17),Commercial
246,2017-11-15T00:00:00Z,2017,November,Wednesday,8,Mimico (includes Humber Bay Shores) (17),Other
247,2017-11-15T00:00:00Z,2017,November,Wednesday,8,Mimico (includes Humber Bay Shores) (17),Other
248,2018-01-27T00:00:00Z,2018,January,Saturday,20,Mimico (includes Humber Bay Shores) (17),Apartment
249,2017-08-11T00:00:00Z,2017,August,Friday,17,Mimico (includes Humber Bay Shores) (17),Outside
250,2018-02-16T00:00:00Z,2018,February,Friday,0,Mimico (includes Humber Bay Shores) (17),Apartment
251,2018-03-05T00:00:00Z,2018,March,Monday,9,Mimico (includes Humber Bay Shores) (17),Other
252,2018-03-02T00:00:00Z,2018,March,Friday,22,Mimico (includes Humber Bay Shores) (17),Apartment
253,2018-03-12T00:00:00Z,2018,March,Monday,7,Mimico (includes Humber Bay Shores) (17),Apartment
254,2018-05-24T00:00:00Z,2018,May,Thursday,15,Mimico (includes Humber Bay Shores) (17),Apartment
255,2018-05-24T00:00:00Z,2018,May,Thursday,4,Mimico (includes Humber Bay Shores) (17),Apartment
256,2018-06-10T00:00:00Z,2018,June,Sunday,20,Mimico (includes Humber Bay Shores) (17),Apartment
257,2018-06-25T00:00:00Z,2018,June,Monday,21,Mimico (includes Humber Bay Shores) (17),House
258,2018-07-02T00:00:00Z,2018,July,Monday,12,Mimico (includes Humber Bay Shores) (17),Outside
259,2018-07-02T00:00:00Z,2018,July,Monday,15,Mimico (includes Humber Bay Shores) (17),Outside
260,2018-07-17T00:00:00Z,2018,July,Tuesday,20,Mimico (includes Humber Bay Shores) (17),Apartment
261,2018-06-30T00:00:00Z,2018,June,Saturday,15,Mimico (includes Humber Bay Shores) (17),Apartment
262,2018-07-08T00:00:00Z,2018,July,Sunday,16,Mimico (includes Humber Bay Shores) (17),Outside
263,2018-07-13T00:00:00Z,2018,July,Friday,13,Mimico (includes Humber Bay Shores) (17),Apartment
264,2018-07-14T00:00:00Z,2018,July,Saturday,10,Mimico (includes Humber Bay Shores) (17),Apartment
265,2018-07-14T00:00:00Z,2018,July,Saturday,10,Mimico (includes Humber Bay Shores) (17),Apartment
266,2018-07-06T00:00:00Z,2018,July,Friday,1,Mimico (includes Humber Bay Shores) (17),Outside
267,2018-07-24T00:00:00Z,2018,July,Tuesday,19,Mimico (includes Humber Bay Shores) (17),Apartment
268,2018-07-17T00:00:00Z,2018,July,Tuesday,20,Mimico (includes Humber Bay Shores) (17),Apartment
269,2018-07-19T00:00:00Z,2018,July,Thursday,1,Mimico (includes Humber Bay Shores) (17),Apartment
270,2018-07-23T00:00:00Z,2018,July,Monday,15,Mimico (includes Humber Bay Shores) (17),Outside
271,2018-07-09T00:00:00Z,2018,July,Monday,12,Mimico (includes Humber Bay Shores) (17),Outside
272,2018-08-14T00:00:00Z,2018,August,Tuesday,18,Mimico (includes Humber Bay Shores) (17),Apartment
273,2018-09-04T00:00:00Z,2018,September,Tuesday,22,Mimico (includes Humber Bay Shores) (17),Outside
274,2018-09-20T00:00:00Z,2018,September,Thursday,13,Mimico (includes Humber Bay Shores) (17),Apartment
275,2018-09-30T00:00:00Z,2018,September,Sunday,16,Mimico (includes Humber Bay Shores) (17),Commercial
276,2018-09-18T00:00:00Z,2018,September,Tuesday,17,Mimico (includes Humber Bay Shores) (17),House
277,2018-09-18T00:00:00Z,2018,September,Tuesday,17,Mimico (includes Humber Bay Shores) (17),House
278,2018-10-02T00:00:00Z,2018,October,Tuesday,14,Mimico (includes Humber Bay Shores) (17),Other
279,2018-10-16T00:00:00Z,2018,October,Tuesday,21,Mimico (includes Humber Bay Shores) (17),Outside
280,2018-10-16T00:00:00Z,2018,October,Tuesday,2,Mimico (includes Humber Bay Shores) (17),Other
281,2018-10-16T00:00:00Z,2018,October,Tuesday,2,Mimico (includes Humber Bay Shores) (17),Other
282,2018-10-05T00:00:00Z,2018,October,Friday,22,Mimico (includes Humber Bay Shores) (17),Outside
283,2018-11-05T00:00:00Z,2018,November,Monday,11,Mimico (includes Humber Bay Shores) (17),Outside
284,2018-11-19T00:00:00Z,2018,November,Monday,14,Mimico (includes Humber Bay Shores) (17),Apartment
285,2018-11-18T00:00:00Z,2018,November,Sunday,12,Mimico (includes Humber Bay Shores) (17),Apartment
286,2018-11-22T00:00:00Z,2018,November,Thursday,17,Mimico (includes Humber Bay Shores) (17),Apartment
287,2018-12-10T00:00:00Z,2018,December,Monday,16,Mimico (includes Humber Bay Shores) (17),Other
288,2018-12-11T00:00:00Z,2018,December,Tuesday,9,Mimico (includes Humber Bay Shores) (17),Apartment
289,2018-12-11T00:00:00Z,2018,December,Tuesday,9,Mimico (includes Humber Bay Shores) (17),Apartment
290,2018-10-01T00:00:00Z,2018,October,Monday,12,Mimico (includes Humber Bay Shores) (17),Outside
291,2018-10-01T00:00:00Z,2018,October,Monday,12,Mimico (includes Humber Bay Shores) (17),Outside
292,2018-12-24T00:00:00Z,2018,December,Monday,14,Mimico (includes Humber Bay Shores) (17),Apartment
293,2019-02-28T00:00:00Z,2019,February,Thursday,8,Mimico (includes Humber Bay Shores) (17),Apartment
294,2018-12-07T00:00:00Z,2018,December,Friday,10,Mimico (includes Humber Bay Shores) (17),Apartment
295,2019-04-15T00:00:00Z,2019,April,Monday,21,Mimico (includes Humber Bay Shores) (17),Commercial
296,2019-05-17T00:00:00Z,2019,May,Friday,14,Mimico (includes Humber Bay Shores) (17),Outside
